created_at,updated_at,name,display_name
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',yo yoing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',yoga,
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"direct and coordinate the design, manufacture, and testing of aircraft and aerospace products",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"use computer software to design equipment, systems or structures",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"install adjust, maintain, repair or provide technical support for biomedical equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"evaluate the safety, efficiency, and effectiveness of biomedical equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"examine and compile data from ground surveys reports aerial photographs and satellite images",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analyze long range plans survey reports maps and other data to plan and design projects",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"consider construction costs government regulations",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"design new computer hardware, creating schematics of computer equipment to be built",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"build, calibrate, and repair electrical instruments or testing equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"perform detailed calculations to develop manufacturing, construction and installation standards and specifications",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"design electronic components and software, products or systems for commercial, industrial, medical, military or scientific applications",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"read blueprints and schematics and diagrams to determine the method and sequence of assembly of part, machine, or piece of equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"operate, test or maintain robotic equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"set up, test, operate, and modify equipment used to prevent or clean up environmental pollution",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"conduct pollution surveys for which they collect and analyze samples such as samples of air and ground quality",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"prepare, review, and u[date environmental investigation",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"design projects that lead to environmental protection, such was water reclamation facilities or air pollution control systems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"maintain and apply knowledge of current health and safety policies regulations and industrial processes",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"suggest revisions to methods of operation, material handling, or equipment layout",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"interpret engineering drawings and schematic diagrams and formulas",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"landscape architects design parts and the outdoor spaces of campuses recreational facilities businesses private homes and other open spaces",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"marine engineers and naval architects design, build, and maintain ships",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan and evaluate new proejcts consulting with other engineers and managers as necessary",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"prepare proposals and budgets analyze labor costs write reports and perform other managerial tasks",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"design or redesign mechanical and thermal devices or subsystems using analysis and computer aided design",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"design or develop nuclear equipment, such as reactor cores radiation shielding, and associated instrumentation",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop plans to drill in oil and gas fields and then to recover the oil and gas",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop ways to inject water, chemicals gases or steam into an oil reserve to force out more oil or gas",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"they provide data relevant to the shape and contour of the earths surface for engineering, map making, and construction projects",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"determine which photographs art, or other design elements to use",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop the overall look or style of a publication, an advertising campaign, or a theater, television, or film set",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"use techniques such as knitting, weaving, glassblowing, painting, drawing, and sculpting",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"create sketches templates or models to guide their work",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"determine the type of arrangement desired, the occasion, and the date, time and location for delivery",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"use digital illustration, photo editing software, and layout software to create designs",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"create visual elements such as logos original images and illustrations that help deliver a desired message",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"work with a team of animators and artists to create a movie, game, or visual effect",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"mow, edge, and fertilize lawns",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"trim hedges and shrubs and small trees",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"review managers budget proposals for completeness accuracy and compliance with laws and other regulations",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"investigate, evaluate, and settle insurance claims",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"identify factors affecting costs and such as production time, materials and labor",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"collaborate with engineers architects clients and contractors",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"review balance sheets operating income and expense accounts and loan documentation to confirm institution assets and liabilities",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"interview applicants about their experience, education and skills",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"advise management n contracts worker grievances and disciplinary procedures",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"obtain, verify and analyze the applicants financial information such as credit rating and income level",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"interview personnel and conduct onsite observations to determine the methods equipment and personnel that will be needed",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analyze financial and other data, including revenue, expenditure and employment reports",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"devise and evaluate methods for collecting data such as surveys questionnaires and opinion polls",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan the scope of the event, including its time, location and cost",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"evaluate suppliers on the bass of the price, quality and speed of delivery of their products and services",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"troubleshoot local area networks wide area networks and internet systems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"assess training needs through surveys interviews with employees or consultations with managers or instructors",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop programs materials and events to teach people about health topics",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"help clients process their reacts and adjust to difficult changes in their life, such as divorce and layoffs",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"interview with probationers and parolees their friends and relatives in an office or at a residence to assess progress",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"evaluate clients abilities interests experiences and skills health and education",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"evaluate students abilities and interests through aptitude assessments interviews and individual planning",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"evaluate clients mental and physical health, addiction, or problematic behavior and assess their readiness for treatment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop, recommend and review treatment goals and plans with clients",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"invent new computing languages tools and methods to improve the way in which people work with computers",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"cover floors furniture and trim with drop cloths tarps and masking tape to protect surfaces",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analyze users needs and then design, test and develop software to meet those needs",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"read blueprints to determine locations positions and dimensions of boiler parts",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"measure,cut and shape wood, plastic and other materials",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"review plans to ensure they meet building codes local ordinances zoning regulations and contract specifications",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"move levers push pedals or turn valves to control equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"clean and prepare construction sites by removing debris and possible hazards load or unload building materials to be used in construction build or take apart bracing, scaffolding and temporary structures",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"measure, mark and cut panels according to design plans by using tape measures and straightedges utility knives and power saws",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"fasten panels and tiles by using glue, nails or screws",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"install and maintain wiring, control and lighting systems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"assemble elevator cars installing each cars platform walls and doors",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"follow safety procedures before, during and after cleanup",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"layout patterns forms or foundations according to plans",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"asphalt metal, or other materials to make the roof weatherproof",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"drill holes in metal for screws bolts and rivets",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"measure, cut and assemble the support structure for solar pv panels",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"install solar modules panels and support structures in according with building codes and standards",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan, organize and conduct teacher training conferences or workshops",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"create lesson plans to teach students subjects such as reading, science, social studies and math",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"sort and reshelve returned books periodicals and other materials",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"teach children basic skills such as color, shape, number and letter recognition",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"work with children in groups or one on one, depending on the needs of children and the subject matter",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"organize activities so children can learn about the world, explore interests and develop skills",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"help teachers with recordkeeping, such as tracking attendance and calculating grades",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"audition in front of directors producers and casting directors",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"train, exercise and follow special diets to stay in the best physical condition",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"review damage reports prepare cost estimates and plan work",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan, organize and conduct practice sessions",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"provide direction, encouragement and motivation to prepare athletes for games",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"work closely with instructors choreographers or other dancers to interpret or modify their routines",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"audition for positions in orchestras choruses bands and other types of music groups",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"select scripts or topics for a film, show, commercial or play",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"oversee the production process including performances lighting and choreography",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"oversee the postproduction process including editing, special effects music select and a performances overall tone",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"officiate sporting events games and competitions",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"spray fertilizer or pesticide solutions to control insects fungi and weeds",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"maintain engines fishing gear and other onboard equipment by making minor repairs",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"clear away brush and debris from trails roadsides and camping areas",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"select or cut trees according to markings and sizes types or grades",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"greet customers give them menus and inform them about daily specials",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"pour and serve wine, beer and other drinks and beverages",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"customize data collection methods according to a particular region, specialty or project",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"collect information from observations record and manage records of observations interviews and documents",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"weigh, measure and mix ingredients according to recipes",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"bake, grill or fry meats fish, vegetables and other foods",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"boil and steam meats fish, vegetables and other foods",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"serve food and drinks to customers at a counter, at a stand or in a hotel room",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"clean and sanitize work areas equipment, utensils aand dishes",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"cut meats poultry, and seafood and prepare them fr cooking",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"greet customers present menus and explain daily specials to customers",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"examine patients who have hearing, balance or related ear problems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"assess a patients medical condition by reviewing the patients medical history and concerns and by performing a physical examination",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analyze the patients posture, spine and reflexes",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"remove tartar, stains and plaque from teeth",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop meal and nutrition plans taking both clients preferences and budgets into account",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"promote better health by speaking to groups about diet, nutrition and the relationship between good eating habits and preventing or managing specific diseases",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"measure blood pressure, oxygen usage, hearth rhythm, and other key patient health indicators",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"housekeeping, laundry washing dishes and vacuuming",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"talk with clients about their symptoms medical history and desired results",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analyze body fluids such as blood, urine and tissue samples and record normal or abnormal findings",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"study blood samples for use in transfusions by identifying the number of cells the cell morphology or the blood group, blood type and compatibility with other blood types",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"review patients records for timeliness completeness accuracy and approprietness of data",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"electronically record data for collection, storage analysis retrieval and reporting",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"interpret and transcribe the dictation into patient history, exam notes operative reports referral letters discharge summaries and other documents",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"review and edit drafts prepared by speech recognition software, making sure that the transcription is correct",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"turn, reposition and transfer patients between eds and wheelchairs",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"help patients to move around the facility, by doing such tasks as pushing wheelchairs",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop individualized plans of care for patients outling the patients goals and the expected outcomes of the plans",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"inspect, test and evaluate workplace environments equipment and practices to ensure that they follow safety standards and government regulations",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"review patients medical history, ask the patients questions and observe them doing tasks",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop a treatment plan for patients identifying specific goals and ty[es of activities that will be used to help the patient work toward those goals",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"prescribe eyeglasses contact lenses and other visual aids",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"fill prescriptions verifying instructions from physicians on the proper amounts of medication to give to patients",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"observe patients before, during and after therapy noting the patients status and reporting it to a physical therapist",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"identify problems often by using computerized diagnostic equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan work procedures using charts technical manuals and experience",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"assess the condition of a patients foot, ankles or lower legs by reviewing the patients medical history, listening to his or her concerns and performing a physical examination",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"diagnose foot, ankle and lower leg problems through physical exams x rays medical laboratory tests and other methods",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"provide treatment for foot, ankle and lower leg ailmets",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"observe patients behavior, listen to their concerns and record their condition",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"give medications and other treatments to patients following instructions from doctors and other medical professionals",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"prepare patients for procedures including taking a medical history and answering questions about the procedure",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"assess patients needs using observation, medical records tests and discussions with other healthcare professionals patients families and patients",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"treat patients by using a variety of methods including chest physiotherapy and aerosol medications",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"evaluate levels of speech, language or swallowing difficulty",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"feed, bath and exercise animals",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"clean and disinfect cages kennels and examination and operating rooms",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"bath animals clip nails or claws and brush or cut animals hair",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"repair wings brakes electrical systems and other aircraft components",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"consult with customers read work orders and determine work required",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan work procedures using technical charts and manuals",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"inspect brake systems and steering mechanisms transmissions engines and other parts of vehicles",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"reproduce, isolate and diagnose problems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"clean, repair and replace components",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"maintain and repair machines mechanical equipment and buildings",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"fix or replace faulty electrical switches outlets and circuit breakers",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"install, clean and maintain hvacr systems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"consult equipment operating manuals blueprints and drawings",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"inspect, repair and replace defective or worn parts",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"install, maintain, or repair the power lines that move electricity",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"identify defective devices voltage regulators transformers and switches",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"string power lines between poles towers and buildings",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"receive, inspect and store meat upon delivery",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"cut, debone or grind pieces of meat",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"weigh, wrap, and display meat or meat products",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"discuss equipment issues maintenance plans and work performed with customers",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"repair or replace worn, defective or broken parts",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"install communications equipment in offices private homes and buildings that are under construction",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"set up, rearrange and replace routing and dialing equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"inspect and service equipment, wiring and phone jacks",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"repair or replace faulty, damaged and malfunctioning equipment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"test and troubleshoot electrical, mechanical and hydraulic components and systems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analytical chemists forensic chemists inorganic chemists medicinal chemists organic chemists physical chemists theoretical chemists",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"clarify issues concerns needs and interests of all parties involved",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"interview claimants agents or witnesses to obtain information about disputed issues",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"attend depositions hearings proceedings and other events that require written transcripts",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"capture spoken dialogue with specialized equipment, including stenography machines video and audio recording devices and covered microphones",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"determine if the information presented supports the charge, claim or dispute",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"advise and represent clients in courts before government agencies and in private legal matters",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"communicate with their clients colleagues judges and others involved in the case",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"interpret laws rulings and regulars for individuals and businesses",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"conduct research on relevant laws regulations and legal articles",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"follow protocols to collect, prepare, analyze and properly store crop or animal samples",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop, implement and maintain curriculum standards",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"create new food products and develop new and better ways to process package and deliver them",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"communicate research findings to the scientific community, food producers and the public",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"measure temperature, atmospheric pressure, humidity, wind speed, dew point and other properties of the atmosphere",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"isolate, analyze and synthesize proteins fats dna and other molecules",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"research the effects of substances such as drugs hormones and nutrients on tissues and biological processes",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"set up, maintain and clean laboratory instruments and equipment, such as microscopes and scales pipets and test tubes",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"document their work, including procedures observations and results",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"present research results in reports tables and charts",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"advise businesses governments and individuals on economic topics",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"inspect establishments to ensure that there are no environmental, health or safety hazards",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"collect samples of air, soil, water and other materials for laboratory analysis",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"clearly label, track and ensure the integrity of samples being transported to the laboratory",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"determine data collection methods for research projects investigations and surveys",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"collect and compile environmental data from samples of air, soil, water, food and other materials for scientific analysis",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"collect and analyze data through observations interviews and surveys and by using samples of blood or other bodily fluids to find the causes of diseases or other health problems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"communicate their findings to health practitioners policy makers and the public",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"gather geographic data through field observations maps photographs and satellite imagery and censuses",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"conduct research via surveys interviews and focus groups",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"gather samples such as rock, mud and soil in the field and prepare samples for laboratory analysis",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan and carry out field studies in which they visit locations to collect samples and conduct survveys",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analyze aerial photographs well logs rock samples and other data sources to locate deposits of natural resources and estimate their size",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"gather historical data from various sources including archives books and artifacts",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"trace historical developments in a particular field, engage with the public through educational programs and presentations",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"meet with public officials developers and the public regarding development plans and land use",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"gather and analyze data from market research, censuses and economic and environmental studies",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analyze data on the environmental impacts of pollution, erosion drought and other problems",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"research ways to minimize the negative impacts of erosion, sedimentation or pollution on the environment",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"prepare and analyze medical samples and data to investigate causes and treatment of toxicity, pathogens and chronic diseases",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"standardize drug potency, doses and methods to allow for the mass manufacturing and distribution of drugs and medicinal compounds,",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"measure the levels ad types of radiation produced by nuclear experiments power generation, and other activities",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"collect samples of air, water and soil and test for radioactive contamination",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop scientific theories and models that attempt to explain the properties of the natural world, such as the force of gravity or the formation of sub atomic particles",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"evaluate the effects of policies and laws on government, businesses and people",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"monitor current events policy decisions and other related issues",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"forecast political, economic and social trends",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"observe, interview and survey individuals",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"identify psychological, emotional, behavioral, or organizational issues and diagnose disorders",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"collect data through surveys observations interviews and other sources analyze and draw conclusions from data",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"prepare reports articles or presentations detailing their research findings",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan and design surveys determine appropriate survey methods",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"analyze data, using statistical software and techniques",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"study the characteristics of animals and such as their interactions with other species reproduction, population dynamics diseases and movements patterns",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"develop, manage and monitor records",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"monitor the facility to ensure that it remains safe, secure and well maintained",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"work with department heads or staff to discuss topics such as budgets and contracts marketing plans and the selection of advertising media",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan promotional campaigns such as contents coupons or giveaways",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"plan advertising campaigns including which media to advertise in, such as radio, television, print, online media and billboards",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"determine staff, training and equipment needs",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"led research and development projects to produce new products processes or designs",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"prepare cost estimates budgets and work timetables",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"collaborate with architects engineers and other construction specialists",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"meet with public safety officials private companies and the general public to get recommendations regarding emergency response plans",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"supervise all steps of the crop production and ranging process including planting, fertilizing, harvesting and hearding",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"determine how to raise crops or livestock by evaluating factors such as market conditions disease, soil conditions or a crops growing cycle",
'2022-11-06 00:16:49.031','2022-11-06 00:16:49.031',"maintain farm facilities and such as water pipes hoses fences and animal shelters",
