"created_at","action_name","path_name"
'2022-11-06 00:16:49.031',"discuss the lead and explain the terms of occupancy or ownership collect monthly fees from tenants or individual owners","property managers real estate managers community association managers"
'2022-11-06 00:16:49.031',"inspect all building facilities including the grounds and equipment","property managers real estate managers community association managers"
'2022-11-06 00:16:49.031',"check the quality of baking ingredients","bakers"
'2022-11-06 00:16:49.031',"prepare equipment for baking","bakers"
'2022-11-06 00:16:49.031',"measure and weigh flour and other ingredients","bakers"
'2022-11-06 00:16:49.031',"combine measured ingredients in mixers or blenders","bakers"
'2022-11-06 00:16:49.031',"knead roll cut and shape dough","bakers"
'2022-11-06 00:16:49.031',"place dough into pans into molds or onto baking sheets","bakers"
'2022-11-06 00:16:49.031',"set oven temperatures and place items into ovens or onto grills","bakers"
'2022-11-06 00:16:49.031',"write press releases and prepare information for the media identify main client groups and audiences and determine the best way to reach them","public relations managers fundraising managers"
'2022-11-06 00:16:49.031',"designate an appropriate spokesperson or information source for media inquiries","public relations managers fundraising managers"
'2022-11-06 00:16:49.031',"help clients communicate effectively with the public","public relations managers fundraising managers"
'2022-11-06 00:16:49.031',"resolve customer complaints regarding sales and service","sales managers"
'2022-11-06 00:16:49.031',"prepare budget and approve expenditures","sales managers"
'2022-11-06 00:16:49.031',"monitor customer preferences to determine the focus of sales efforts","sales managers"
'2022-11-06 00:16:49.031',"analyze sales statistics","sales managers"
'2022-11-06 00:16:49.031',"evaluate clients skin condition and appearance","skincare specialists"
'2022-11-06 00:16:49.031',"discuss available treatments and determine which products will improve clients skin quality","skincare specialists"
'2022-11-06 00:16:49.031',"remove unwanted hair using wax lasers or other approved treatments","skincare specialists"
'2022-11-06 00:16:49.031',"establish and carry out departmental or organizational goals policies and procedures","top executives"
'2022-11-06 00:16:49.031',"direct and oversee an organizations financial and budgetary activities","top executives"
'2022-11-06 00:16:49.031',"manage general activities related to making products and providing services","top executives"
'2022-11-06 00:16:49.031',"consult with other executives and staff and board members about general operations","top executives"
'2022-11-06 00:16:49.031',"compile statistical data and other information for fuher analysis","actuaries"
'2022-11-06 00:16:49.031',"estimate the probability and likely economic cost of an event such as death sickness an accident or a natural disaster","actuaries"
'2022-11-06 00:16:49.031',"design test and administer insurance policies investments pension plans and other business strategies to minimize risk and maximize profitability","actuaries"
'2022-11-06 00:16:49.031',"develop new mathematical rules theories and concepts in areas such as algebra and geometry","mathematicians and statisticians"
'2022-11-06 00:16:49.031',"decide what data are needed to answer specific questions or problems","mathematicians and statisticians"
'2022-11-06 00:16:49.031',"apply mathematical theories and techniques to solve practical problems in business engineering the sciences and other fields","mathematicians and statisticians"
'2022-11-06 00:16:49.031',"design surveys experiments or opinion polls to collect data","mathematicians and statisticians"
'2022-11-06 00:16:49.031',"identify and solve problems in areas such as business logistics healthcare or other fields","operations research analysts"
'2022-11-06 00:16:49.031',"collect and organize information from a variety of sources and such as computer databases and sales histories and customer feedback","operations research analysts"
'2022-11-06 00:16:49.031',"present music news and sports the weather the time and commercials","announcers"
'2022-11-06 00:16:49.031',"interview guests and moderate panels or discussions on their shows","announcers"
'2022-11-06 00:16:49.031',"announce station programming information such as program schedules and station breaks for commercials or public service information","announcers"
'2022-11-06 00:16:49.031',"operate monitor and adjust audio video ligbhting and broadcast equipment to ensure consistent quality","broadcast and sound engineering technicians"
'2022-11-06 00:16:49.031',"setup and take down equipment for events and live performances","broadcast and sound engineering technicians"
'2022-11-06 00:16:49.031',"record speech music and other sounds on recording equipment","broadcast and sound engineering technicians"
'2022-11-06 00:16:49.031',"convert video and audio records to digital formats for editing on computers","broadcast and sound engineering technicians"
'2022-11-06 00:16:49.031',"read content and correct spelling punctuation and grammatical errors","editors"
'2022-11-06 00:16:49.031',"rewrite text to make it easier for readers to understand","editors"
'2022-11-06 00:16:49.031',"verify facts cited in material for publication","editors"
'2022-11-06 00:16:49.031',"evaluate submissions from writers to decide what to publish","editors"
'2022-11-06 00:16:49.031',"answer telephone calls and take messages or forward calls","receptionists"
'2022-11-06 00:16:49.031',"shoot and record television programs motion pictures music videos documentaries or news and sporting events","film and video editors camera operators"
'2022-11-06 00:16:49.031',"organize digital footage with video editing software","film and video editors camera operators"
'2022-11-06 00:16:49.031',"collaborate with a director to determine the overall vision of the production","film and video editors camera operators"
'2022-11-06 00:16:49.031',"discuss filming and editing techniques with a director to improve a scene","film and video editors camera operators"
'2022-11-06 00:16:49.031',"convert concepts in the source language to equivalent concepts in the target language","interpreters translators"
'2022-11-06 00:16:49.031',"compile information and technical terms into glossaries and terminology databases to be used in their oral renditions and translations","interpreters translators"
'2022-11-06 00:16:49.031',"market and advertise services to attract clients","photographers"
'2022-11-06 00:16:49.031',"analyze and plan the composition of photographs","photographers"
'2022-11-06 00:16:49.031',"use various photographic techniques and lighting equipment","photographers"
'2022-11-06 00:16:49.031',"capture subjects in commercial quality photographs","photographers"
'2022-11-06 00:16:49.031',"enhance the subjects appearance with natural or artificial light","photographers"
'2022-11-06 00:16:49.031',"write press releases and prepare information for the media","public relations specialists"
'2022-11-06 00:16:49.031',"respond to information requests from the media","public relations specialists"
'2022-11-06 00:16:49.031',"help clients communicate effectively with the public","public relations specialists"
'2022-11-06 00:16:49.031',"help maintain their organizations corporate image and identity","public relations specialists"
'2022-11-06 00:16:49.031',"research topics and stories that n editor or news director has assigned to them","reporters correspondents and broadcast news analysts"
'2022-11-06 00:16:49.031',"investigate new story ideas and pitch ideas to editors","reporters correspondents and broadcast news analysts"
'2022-11-06 00:16:49.031',"interview people who have information analysis or opinions about a story or article","reporters correspondents and broadcast news analysts"
'2022-11-06 00:16:49.031',"determine the needs of users of technical documentation","technical writers"
'2022-11-06 00:16:49.031',"study product samples and talk with product designers and developers","technical writers"
'2022-11-06 00:16:49.031',"work with technical staff to make products easier to use and thus require fewer instructions","technical writers"
'2022-11-06 00:16:49.031',"write and organize supporting content for products","technical writers"
'2022-11-06 00:16:49.031',"edit standardize or make changes to material prepared by other writers or establishment personnel","technical writers"
'2022-11-06 00:16:49.031',"choose subject matter that interests readers","writers authors"
'2022-11-06 00:16:49.031',"write fiction or nonfiction through scripts novels biographies and more","writers authors"
'2022-11-06 00:16:49.031',"conduct research to obtain factual information and authentic detail","writers authors"
'2022-11-06 00:16:49.031',"write advertising copy for newspapers magazines broadcasts and the internet","writers authors"
'2022-11-06 00:16:49.031',"find consumers and businesses who have overdue bills","bill collectors account collectors"
'2022-11-06 00:16:49.031',"track down consumers who have an out of date address by using the internet post office credit bureaus or neighbors","bill collectors account collectors"
'2022-11-06 00:16:49.031',"inform debtors that they have an overdue bill and try to negotiate a payment","bill collectors account collectors"
'2022-11-06 00:16:49.031',"use bookkeeping software spreadsheets and databases","bookkeeping accounting and auditing clerks"
'2022-11-06 00:16:49.031',"enter financial transactions into the appropriate computer software","bookkeeping accounting and auditing clerks"
'2022-11-06 00:16:49.031',"receive and record cash checks and vouchers","bookkeeping accounting and auditing clerks"
'2022-11-06 00:16:49.031',"put costs and income into the software assigning each to an appropriate account","bookkeeping accounting and auditing clerks"
'2022-11-06 00:16:49.031',"produce reports and such as balance sheets income statements and totals by account","bookkeeping accounting and auditing clerks"
'2022-11-06 00:16:49.031',"review text graphics or other materials created by writers and designers","desktop publishers"
'2022-11-06 00:16:49.031',"edit graphics and such as photographs or illustrations","desktop publishers"
'2022-11-06 00:16:49.031',"import text and graphics into publishing software","desktop publishers"
'2022-11-06 00:16:49.031',"integrate images and text to create cohesive pages","desktop publishers"
'2022-11-06 00:16:49.031',"keep and update financial data","financial clerks"
'2022-11-06 00:16:49.031',"compute bills and charges","financial clerks"
'2022-11-06 00:16:49.031',"offer customer assistance","financial clerks"
'2022-11-06 00:16:49.031',"carry out financial transactions","financial clerks"
'2022-11-06 00:16:49.031',"answer and transfer telephone calls or take messages","general office clerks"
'2022-11-06 00:16:49.031',"sort and deliver incoming mail and send outgoing mail","general office clerks"
'2022-11-06 00:16:49.031',"schedule appointments and receive customers or visitors","general office clerks"
'2022-11-06 00:16:49.031',"provide general information to staff clients or the public","general office clerks"
'2022-11-06 00:16:49.031',"prepare routine reports claims bills or orders","information clerks"
'2022-11-06 00:16:49.031',"collect and record data from customers and staff and the public","information clerks"
'2022-11-06 00:16:49.031',"answer questions from customers and the public about products or services","information clerks"
'2022-11-06 00:16:49.031',"file and maintain paper or electronic records","information clerks"
'2022-11-06 00:16:49.031',"keep records of items shipped received or transferred to another location","material recording clerks"
'2022-11-06 00:16:49.031',"compile reports on various aspects of changes in production or inventory","material recording clerks"
'2022-11-06 00:16:49.031',"find sort or move goods between different parts of the business","material recording clerks"
'2022-11-06 00:16:49.031',"check inventory records for accuracy","material recording clerks"
'2022-11-06 00:16:49.031',"answer emergency telephone and alarm system calls determine the type of emergency and its location and decide the appropriate response on thee basis of agency procedures","police fire and ambulance dispatchers"
'2022-11-06 00:16:49.031',"relay information to the appropriate first responder agency","police fire and ambulance dispatchers"
'2022-11-06 00:16:49.031',"coordinate the dispatch of emergency response personnel to accident scenes","police fire and ambulance dispatchers"
'2022-11-06 00:16:49.031',"collect letters and parcels","postal service workers"
'2022-11-06 00:16:49.031',"sort incoming letters and parcels","postal service workers"
'2022-11-06 00:16:49.031',"sell stamps and other postal products","postal service workers"
'2022-11-06 00:16:49.031',"get customer signatures for registered certified and insured mail","postal service workers"
'2022-11-06 00:16:49.031',"schedule and confirm appointments and maintain calendars","receptionists"
'2022-11-06 00:16:49.031',"greet and welcome customers clients and other visitors","receptionists"
'2022-11-06 00:16:49.031',"check visitors in and direct or escort them to specific destinations","receptionists"
'2022-11-06 00:16:49.031',"answer telephones and take messages or transfer calls","secretaries administrative assistants"
'2022-11-06 00:16:49.031',"schedule appointments and update calendar events","secretaries administrative assistants"
'2022-11-06 00:16:49.031',"arrange staff meetings","secretaries administrative assistants"
'2022-11-06 00:16:49.031',"handle incoming and outgoing mail and faxes","secretaries administrative assistants"
'2022-11-06 00:16:49.031',"prepare memos invoices or other reports","secretaries administrative assistants"
'2022-11-06 00:16:49.031',"edit documents","secretaries administrative assistants"
'2022-11-06 00:16:49.031',"count the cash int heir drawer at the start of their shift","tellers"
'2022-11-06 00:16:49.031',"accept checks cash and other forms of payment from customers","tellers"
'2022-11-06 00:16:49.031',"answer questions from customers about their accounts","tellers"
'2022-11-06 00:16:49.031',"prepare specialized types of funds and such as travelers checks and savings bonds and money orders","tellers"
'2022-11-06 00:16:49.031',"give food and water to animals","animal care and service workers"
'2022-11-06 00:16:49.031',"clean equipment and the living spaces of animals","animal care and service workers"
'2022-11-06 00:16:49.031',"monitor animals and record details of their diet physical condition and behavior","animal care and service workers"
'2022-11-06 00:16:49.031',"examine animals for signs of illness or injury","animal care and service workers"
'2022-11-06 00:16:49.031',"exercise animals bathe animals trim nails clip hair and attend to other groom needs","animal care and service workers"
'2022-11-06 00:16:49.031',"inspect and analyze hair skin and scalp to recommend treatment","barbers hairstylists cosmetologists"
'2022-11-06 00:16:49.031',"discuss hairstyle options","barbers hairstylists cosmetologists"
'2022-11-06 00:16:49.031',"wash color lighten and condition hair","barbers hairstylists cosmetologists"
'2022-11-06 00:16:49.031',"chemically change hair textures","barbers hairstylists cosmetologists"
'2022-11-06 00:16:49.031',"cut,dry and style hair","barbers hairstylists cosmetologists"
'2022-11-06 00:16:49.031',"receive payments from clients","barbers hairstylists cosmetologists"
'2022-11-06 00:16:49.031',"clean and disinfect all tools and work areas","barbers hairstylists cosmetologists"
'2022-11-06 00:16:49.031',"supervise and monitor the safety of children","childcare workers"
'2022-11-06 00:16:49.031',"prepare and organize mealtimes and snacks for children","childcare workers"
'2022-11-06 00:16:49.031',"help children keep good hygiene","childcare workers"
'2022-11-06 00:16:49.031',"change the diapers of infants and toddlers","childcare workers"
'2022-11-06 00:16:49.031',"organize activities or implement a curriculum that allows children to learn about the world and explore their interests","childcare workers"
'2022-11-06 00:16:49.031',"develop schedules and routines to ensure that children have enough physical activity rest and playtime","childcare workers"
'2022-11-06 00:16:49.031',"demonstrate or explain how to perform various exercise and routines to minimize injuries and improve fitness","fitness trainers and instructors"
'2022-11-06 00:16:49.031',"watch clients do exercises to ensure that they are using the correct techniques","fitness trainers and instructors"
'2022-11-06 00:16:49.031',"provide alternative exercises during workouts or classes for different levels of fitness and skill","fitness trainers and instructors"
'2022-11-06 00:16:49.031',"monitor clients progress and adapt programs as needed","fitness trainers and instructors"
'2022-11-06 00:16:49.031',"offer counsel and comfort to families and friends of the deceased","funeral service workers"
'2022-11-06 00:16:49.031',"provide information on funeral service options","funeral service workers"
'2022-11-06 00:16:49.031',"arrange for removal of the deceaseds body","funeral service workers"
'2022-11-06 00:16:49.031',"prepare the remains for the funeral","funeral service workers"
'2022-11-06 00:16:49.031',"file death certificates and other legal documents with appropriate authorities","funeral service workers"
'2022-11-06 00:16:49.031',"interact with customers and ensure that they have a pleasant experience","gaming services workers"
'2022-11-06 00:16:49.031',"monitor customers for violations of gaming regulations or casino policies","gaming services workers"
'2022-11-06 00:16:49.031',"inform their supervisor or a security employee of any irregularities they observe","gaming services workers"
'2022-11-06 00:16:49.031',"enforce safety rules and report hazards","gaming services workers"
'2022-11-06 00:16:49.031',"explain how to play the games to customers","gaming services workers"
'2022-11-06 00:16:49.031',"discuss nail treatments and services available","manicurists pedicurists"
'2022-11-06 00:16:49.031',"remove nail polish clean trim and file nails","manicurists pedicurists"
'2022-11-06 00:16:49.031',"reduce calluses and rough skin","manicurists pedicurists"
'2022-11-06 00:16:49.031',"massage and moisturize hands and feet","manicurists pedicurists"
'2022-11-06 00:16:49.031',"polish or buff nails","manicurists pedicurists"
'2022-11-06 00:16:49.031',"advise clients about nail and skin care for hands and feet","manicurists pedicurists"
'2022-11-06 00:16:49.031',"promote and sell nail and skin care products","manicurists pedicurists"
'2022-11-06 00:16:49.031',"clean and disinfect their work area and tools","manicurists pedicurists"
'2022-11-06 00:16:49.031',"plan organize and lead activities for groups or recreation centers","recreation workers"
'2022-11-06 00:16:49.031',"explain the rules of activities and instruct participants at a variety of skill levels","recreation workers"
'2022-11-06 00:16:49.031',"enforce safety rules to prevent injury","recreation workers"
'2022-11-06 00:16:49.031',"modify activities to suit the needs of specific groups and such as seniors","recreation workers"
'2022-11-06 00:16:49.031',"administer basic first aid if needed","recreation workers"
'2022-11-06 00:16:49.031',"organize and setup the equipment that is used in recreational activities","recreation workers"
'2022-11-06 00:16:49.031',"read and understand schematics and blueprints","assemblers fabricators"
'2022-11-06 00:16:49.031',"position or align components and parts either manually or with hoists","assemblers fabricators"
'2022-11-06 00:16:49.031',"use hand tools or machines to assemble parts","assemblers fabricators"
'2022-11-06 00:16:49.031',"conduct quality control checks clean and maintain work area tools and other equipment","assemblers fabricators"
'2022-11-06 00:16:49.031',"follow detailed work orders and prescriptions","dental and ophthalmic laboratory technicians medical appliance technicians"
'2022-11-06 00:16:49.031',"determine which materials and tools will be needed","dental and ophthalmic laboratory technicians medical appliance technicians"
'2022-11-06 00:16:49.031',"bend form and shape fabric or material","dental and ophthalmic laboratory technicians medical appliance technicians"
'2022-11-06 00:16:49.031',"polish and shape appliances and devices using hand or power tools","dental and ophthalmic laboratory technicians medical appliance technicians"
'2022-11-06 00:16:49.031',"setup start or load food or tobacco processing equipment","food and tobacco processing workers"
'2022-11-06 00:16:49.031',"check weigh and mix ingredients according to recipes","food and tobacco processing workers"
'2022-11-06 00:16:49.031',"set and control temperatures flow rates and pressures of machinery","food and tobacco processing workers"
'2022-11-06 00:16:49.031',"monitor and adjust ingredient mixes during production processes","food and tobacco processing workers"
'2022-11-06 00:16:49.031',"observe and regulate equipment gauges and controls","food and tobacco processing workers"
'2022-11-06 00:16:49.031',"design and create jewelry from precious metals and stones","jewelers and precious stone and metal workers"
'2022-11-06 00:16:49.031',"examine and grade diamonds and other gems","jewelers and precious stone and metal workers"
'2022-11-06 00:16:49.031',"clean and polish jewelry using polishing wheels and chemical baths","jewelers and precious stone and metal workers"
'2022-11-06 00:16:49.031',"repair jewelry by replacing broken clasps altering ring sizes or resetting stones","jewelers and precious stone and metal workers"
'2022-11-06 00:16:49.031',"smooth joints and rough spots and polish smoothed areas","jewelers and precious stone and metal workers"
'2022-11-06 00:16:49.031',"read blueprints and sketches or computer aided design and computer aided manufacturing files","machinists and tool and die makers"
'2022-11-06 00:16:49.031',"set up operate and disassemble manual automatic and computer numerically controlled machine tools","machinists and tool and die makers"
'2022-11-06 00:16:49.031',"align secure and adjust cutting tools and workpieces","machinists and tool and die makers"
'2022-11-06 00:16:49.031',"set up machines according to blueprints","metal and plastic machine workers"
'2022-11-06 00:16:49.031',"monitor machines for unusual sound or vibration","metal and plastic machine workers"
'2022-11-06 00:16:49.031',"insert material into machines manually or with a hoist","metal and plastic machine workers"
'2022-11-06 00:16:49.031',"operate metal or plastic molding casting or coremaking machines","metal and plastic machine workers"
'2022-11-06 00:16:49.031',"adjust machine settings for temperature cycle times and speed and feed rates","metal and plastic machine workers"
'2022-11-06 00:16:49.031',"remove finished products and smooth rough edges and imperfections","metal and plastic machine workers"
'2022-11-06 00:16:49.031',"setup and operate machines that paint or coat products","painting and coating workers"
'2022-11-06 00:16:49.031',"select the paint or coating needed for the job","painting and coating workers"
'2022-11-06 00:16:49.031',"clean and prepare products to be painted or coated","painting and coating workers"
'2022-11-06 00:16:49.031',"determine the required flow of paint and the quality of the coating","painting and coating workers"
'2022-11-06 00:16:49.031',"apply paint or coating","painting and coating workers"
'2022-11-06 00:16:49.031',"clean and maintain tools equipment and work areas","painting and coating workers"
'2022-11-06 00:16:49.031',"control power generating equipment which may use any one type of fuel such as coal nuclear power or natural gas","power plant operators distributors and dispatchers"
'2022-11-06 00:16:49.031',"read charts meters and gauges to monitor voltage and electricity flows","power plant operators distributors and dispatchers"
'2022-11-06 00:16:49.031',"check equipment and indicators to detect evidence of operating problems","power plant operators distributors and dispatchers"
'2022-11-06 00:16:49.031',"adjust controls to regulate the flow of power","power plant operators distributors and dispatchers"
'2022-11-06 00:16:49.031',"read blueprints and specifications","quality control inspectors"
'2022-11-06 00:16:49.031',"monitor operations to ensure that they meet production standards","quality control inspectors"
'2022-11-06 00:16:49.031',"recommend adjustments to the assembly or production process","quality control inspectors"
'2022-11-06 00:16:49.031',"inspect est or measure materials or products being produced","quality control inspectors"
'2022-11-06 00:16:49.031',"measured products with rules calipers gauges or micrometers","quality control inspectors"
'2022-11-06 00:16:49.031',"operate engines boilers and auxiliary equipment","stationary engineers and boiler operators"
'2022-11-06 00:16:49.031',"read gauges meters and charts to track boiler operations","stationary engineers and boiler operators"
'2022-11-06 00:16:49.031',"monitor boiler water chemical and fuel levels","stationary engineers and boiler operators"
'2022-11-06 00:16:49.031',"activate valves to change the amount of water air and fuel in boilers","stationary engineers and boiler operators"
'2022-11-06 00:16:49.031',"fire coal furnaces or feed boilers using gas feeds or oil pumps","stationary engineers and boiler operators"
'2022-11-06 00:16:49.031',"inspect equipment to ensure that it is operating efficiently","stationary engineers and boiler operators"
'2022-11-06 00:16:49.031',"check safety devices routinely","stationary engineers and boiler operators"
'2022-11-06 00:16:49.031',"add chemicals and such as ammonia or chlorine to disinfect water or other liquids","water and wastewater treatment plant and system operators"
'2022-11-06 00:16:49.031',"inspect equipment on a regular basis","water and wastewater treatment plant and system operators"
'2022-11-06 00:16:49.031',"monitor opearting conditions meters and gauges","water and wastewater treatment plant and system operators"
'2022-11-06 00:16:49.031',"study blueprints and sketches or specifications","welders cutters and solderers and brazers"
'2022-11-06 00:16:49.031',"calculate the dimensions of parts to be welded","welders cutters and solderers and brazers"
'2022-11-06 00:16:49.031',"inspect structures or materials to be welded","welders cutters and solderers and brazers"
'2022-11-06 00:16:49.031',"ignite torches or start power supplies","welders cutters and solderers and brazers"
'2022-11-06 00:16:49.031',"monitor the welding process to avoid overheating","welders cutters and solderers and brazers"
'2022-11-06 00:16:49.031',"maintain equipment and machinery","welders cutters and solderers and brazers"
'2022-11-06 00:16:49.031',"understand detailed architectural drawings and schematics and shop drawings and blueprints","woodworkers"
'2022-11-06 00:16:49.031',"prepare and set up machines and tooling for woodwork manufacturing","woodworkers"
'2022-11-06 00:16:49.031',"lift wood pieces onto machines either by hand or with hoists","woodworkers"
'2022-11-06 00:16:49.031',"operate woodworking machines including saws and milling and sanding machines","woodworkers"
'2022-11-06 00:16:49.031',"enforce rules and keep order within jails or prisons","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"supervise activities of inmates","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"inspect facilities to ensure that they meet security and safety standards","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"search inmates for contraband items","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"report on inmate conduct","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"ensure the security of the courtroom","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"enforce courtroom rules","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"follow court procedures","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"escort judges jurors witnesses and prisoners","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"handle evidence and court documents","correctional officers and bailiffs"
'2022-11-06 00:16:49.031',"drive firetrucks and other emergency vehicles put out fires using water hoses fire extinguishers and water pumps","firefighters"
'2022-11-06 00:16:49.031',"find and rescue victims in burning buildings or in other emergency situations","firefighters"
'2022-11-06 00:16:49.031',"treat sick or injured people","firefighters"
'2022-11-06 00:16:49.031',"prepare written reports on emergency incidents","firefighters"
'2022-11-06 00:16:49.031',"clean and maintain equipment","firefighters"
'2022-11-06 00:16:49.031',"conduct drills and physical fitness training","firefighters"
'2022-11-06 00:16:49.031',"search for fire hazards","fire inspectors"
'2022-11-06 00:16:49.031',"ensure that buildings comply with fire codes","fire inspectors"
'2022-11-06 00:16:49.031',"test fire alarms and sprinklers and other fire protection equipment","fire inspectors"
'2022-11-06 00:16:49.031',"collection and analyze evidence from scenes of fires and explosions","fire inspectors"
'2022-11-06 00:16:49.031',"interview witnesses","fire inspectors"
'2022-11-06 00:16:49.031',"reconstruct the scene of a fire or arson","fire inspectors"
'2022-11-06 00:16:49.031',"send evidence to laboratories to be tested for fingerprints or accelerants","fire inspectors"
'2022-11-06 00:16:49.031',"analyze information with chemists engineers and attorneys","fire inspectors"
'2022-11-06 00:16:49.031',"check the mechanical condition of locomotives and make adjustments when necessary","railroad workers"
'2022-11-06 00:16:49.031',"document issues with a train that require further inspection","railroad workers"
'2022-11-06 00:16:49.031',"operate locomotive engines within or between stations","railroad workers"
'2022-11-06 00:16:49.031',"respond to emergency and nonemergency calls","police and detectives"
'2022-11-06 00:16:49.031',"patrol assigned areas","police and detectives"
'2022-11-06 00:16:49.031',"conduct traffic stops and issue citations","police and detectives"
'2022-11-06 00:16:49.031',"search for vehicle records and warrants using computers in the field","police and detectives"
'2022-11-06 00:16:49.031',"obtain warrants and arrest suspects","police and detectives"
'2022-11-06 00:16:49.031',"collect and secure evidence from crime scenes","police and detectives"
'2022-11-06 00:16:49.031',"observe the activities of suspects","police and detectives"
'2022-11-06 00:16:49.031',"write detailed reports and fill out forms","police and detectives"
'2022-11-06 00:16:49.031',"prepare cases and testify in court","police and detectives"
'2022-11-06 00:16:49.031',"interview people to gather information","private detectives and investigators"
'2022-11-06 00:16:49.031',"search online public and court records to uncover clues","private detectives and investigators"
'2022-11-06 00:16:49.031',"conduct surveillance","private detectives and investigators"
'2022-11-06 00:16:49.031',"collect evidence for clients","private detectives and investigators"
'2022-11-06 00:16:49.031',"check for civil judgments and criminal history","private detectives and investigators"
'2022-11-06 00:16:49.031',"enforce laws and protect an employers property","security guards and gaming surveillance officers"
'2022-11-06 00:16:49.031',"monitor alarms and closed circuit tv cameras","security guards and gaming surveillance officers"
'2022-11-06 00:16:49.031',"respond to emergencies","security guards and gaming surveillance officers"
'2022-11-06 00:16:49.031',"control building access for employees and visitors","security guards and gaming surveillance officers"
'2022-11-06 00:16:49.031',"conduct security checks over a specified area","security guards and gaming surveillance officers"
'2022-11-06 00:16:49.031',"write reports on what they observed while on duty","security guards and gaming surveillance officers"
'2022-11-06 00:16:49.031',"detain violators","security guards and gaming surveillance officers"
'2022-11-06 00:16:49.031',"locate and contact potential clients to offer their firms advertising services","advertising sales agents"
'2022-11-06 00:16:49.031',"explain to clients how specific types of advertising will help promote their products or services in the most effective way provide clients with estimates of the costs of advertising products or services","advertising sales agents"
'2022-11-06 00:16:49.031',"greet customers","cashiers"
'2022-11-06 00:16:49.031',"scan or register customers purchases","cashiers"
'2022-11-06 00:16:49.031',"accept payments from customers and give change and receipts","cashiers"
'2022-11-06 00:16:49.031',"bag or wrap customers purchases","cashiers"
'2022-11-06 00:16:49.031',"process returns and exchanges of merchandise","cashiers"
'2022-11-06 00:16:49.031',"call potential clients in order to expand their own customer base","insurance sales agents"
'2022-11-06 00:16:49.031',"interview prospective clients to get information about their financial resources and discuss existing coverage","insurance sales agents"
'2022-11-06 00:16:49.031',"explain the features of various policies","insurance sales agents"
'2022-11-06 00:16:49.031',"display clothing and merchandise in print and online advertisements","models"
'2022-11-06 00:16:49.031',"promote products and services in television commercials","models"
'2022-11-06 00:16:49.031',"wear designers clothing for runway fashion shows","models"
'2022-11-06 00:16:49.031',"represent companies and brands at conventions trade shows and other events","models"
'2022-11-06 00:16:49.031',"pose for photos paintings or sculptures","models"
'2022-11-06 00:16:49.031',"solicit potential clients to buy sell and rent properties","real estate brokers and sales agents"
'2022-11-06 00:16:49.031',"advise clients on prices mortgages market conditions and related information","real estate brokers and sales agents"
'2022-11-06 00:16:49.031',"compare properties to determine a competitive market price","real estate brokers and sales agents"
'2022-11-06 00:16:49.031',"generate lists of properties for sale including details such as location and features","real estate brokers and sales agents"
'2022-11-06 00:16:49.031',"promote properties through advertisements open houses and listing services","real estate brokers and sales agents"
'2022-11-06 00:16:49.031',"greet customers and offer them assistance","retail sales workers"
'2022-11-06 00:16:49.031',"recommend merchandise based on customers wants and needs","retail sales workers"
'2022-11-06 00:16:49.031',"explain the use and benefit of merchandise to customers","retail sales workers"
'2022-11-06 00:16:49.031',"answer customers questions","retail sales workers"
'2022-11-06 00:16:49.031',"prepare and deliver technical presentations explaining products or services to existing and prospective customers","sales engineers"
'2022-11-06 00:16:49.031',"talk with customers and engineers to assess equipment needs and to determine system requirements","sales engineers"
'2022-11-06 00:16:49.031',"collaborate with sales teams to understand customer requirements and provide sales support","sales engineers"
'2022-11-06 00:16:49.031',"secure and renew orders and arrange delivery","sales engineers"
'2022-11-06 00:16:49.031',"plan and modify products to meet customer needs","sales engineers"
'2022-11-06 00:16:49.031',"contact prospective clients to present information and explain available services","securities commodities and financial services sales agents"
'2022-11-06 00:16:49.031',"offer advice on the purchase or sale of particular securities","securities commodities and financial services sales agents"
'2022-11-06 00:16:49.031',"buy and sell securities such as stocks and bonds","securities commodities and financial services sales agents"
'2022-11-06 00:16:49.031',"buy and sell commodities such as corn oil and gold","securities commodities and financial services sales agents"
'2022-11-06 00:16:49.031',"monitor financial markets and the performance of individual securities","securities commodities and financial services sales agents"
'2022-11-06 00:16:49.031',"analyze company finances to provide recommendations for public offerings mergers and acquisitions","securities commodities and financial services sales agents"
'2022-11-06 00:16:49.031',"arrange travel for business and vacation customers","travel agents"
'2022-11-06 00:16:49.031',"determine customers needs and preferences and such as schedules and costs","travel agents"
'2022-11-06 00:16:49.031',"plan and arrange tour packages excursions and day trips","travel agents"
'2022-11-06 00:16:49.031',"find fare and schedule information","travel agents"
'2022-11-06 00:16:49.031',"calculate total travel costs","travel agents"
'2022-11-06 00:16:49.031',"identify prospective customers by using business directories following leads from exiting clients a d attending trade shows and conferences","wholesale and manufacturing sales representatives"
'2022-11-06 00:16:49.031',"contact new and existing customers to discuss their needs and explain how specific products and services can meet these needs","wholesale and manufacturing sales representatives"
